tweet_id,favorite_count,retweet_count
817536400337801217,12283,3131
817502432452313088,0,3568
817423860136083457,35461,15552
817415592588222464,5847,1005
817181837579653120,0,8910
817171292965273600,9109,2123
817120970343411712,12710,2735
817056546584727552,8947,1727
816829038950027264,0,4956
816816676327063552,10454,2147
816697700272001025,10203,2301
816450570814898180,31866,8521
816336735214911488,8969,2048
816091915477250048,9311,2254
816062466425819140,0,1085
816014286006976512,0,5546
815990720817401858,5187,1085
815966073409433600,23364,8910
815745968457060357,0,4359
815736392542261248,10270,2384
815639385530101762,8578,1729
815390420867969024,10819,3998
814986499976527872,7982,1353
814638523311648768,11765,2850
814578408554463233,0,6130
814530161257443328,9022,1951
814153002265309185,30070,9144
813944609378369540,0,3355
813910438903693312,9713,1970
813812741911748608,38024,14715
813800681631023104,8708,1855
813217897535406080,19494,7684
813202720496779264,9618,1894
813187593374461952,20746,4603
813172488309972993,9719,2020
813157409116065792,8109,2330
813142292504645637,8835,2499
813130366689148928,4673,474
813127251579564032,12388,3294
813112105746448384,10764,2898
813096984823349248,10993,3805
813081950185472002,10324,2918
813066809284972545,8323,2055
813051746834595840,21902,7749
812781120811126785,7927,2019
812709060537683968,6928,1508
812503143955202048,6341,1295
812466873996607488,8335,2034
812372279581671427,14316,3868
811985624773361665,7589,1483
811744202451197953,7895,1683
811647686436880384,5849,784
811627233043480576,13353,3275
811386762094317568,21856,6735
810984652412424192,5587,1523
810896069567610880,9458,1871
810657578271330305,11480,2802
810284430598270976,36958,11977
810254108431155201,15359,3541
809920764300447744,16201,4148
809808892968534016,0,5161
809448704142938112,7267,1546
809220051211603969,20840,5916
809084759137812480,13833,3718
808838249661788160,10575,3224
808733504066486276,8290,2289
808501579447930884,11825,2749
808344865868283904,44544,22002
808134635716833280,0,6271
808106460588765185,9178,2335
808001312164028416,13164,3738
807621403335917568,15248,3857
807106840509214720,124175,58646
807059379405148160,0,7738
807010152071229440,13675,4067
806629075125202948,78461,36682
806620845233815552,0,5843
806576416489959424,5097,2054
806542213899489280,10712,2489
806242860592926720,0,12295
806219024703037440,6734,1255
805958939288408065,0,5669
805932879469572096,8672,2023
805826884734976000,6882,1930
805823200554876929,0,8490
805520635690676224,6019,1744
805487436403003392,9203,2678
805207613751304193,8166,1807
804738756058218496,14357,4058
804475857670639616,6417,2129
804413760345620481,0,3406
804026241225523202,46720,17069
803773340896923648,10526,2914
803692223237865472,0,7836
803638050916102144,11492,4362
803380650405482500,8121,1963
803321560782307329,0,5621
803276597545603072,10512,2601
802952499103731712,9452,2118
802624713319034886,0,3078
802600418706604034,7451,1554
802572683846291456,9371,2654
802323869084381190,16989,6161
802265048156610565,6920,1440
802239329049477120,9501,2761
802185808107208704,0,280
801958328846974976,8099,1802
801854953262350336,1852,249
801538201127157760,8586,2182
801285448605831168,6340,870
801167903437357056,25697,6271
801127390143516673,0,4183
801115127852503040,8464,2219
800859414831898624,719,101
800855607700029440,0,1702
800751577355128832,11040,2944
800513324630806528,13763,3170
800459316964663297,9948,2282
800443802682937345,0,4557
800388270626521089,11696,2965
800188575492947969,0,4182
800141422401830912,16056,2695
800018252395122689,29781,13924
799774291445383169,0,4950
799757965289017345,8793,2286
799422933579902976,8448,2038
799308762079035393,0,5799
799297110730567681,10377,2923
799063482566066176,8463,2613
798933969379225600,13756,4741
798925684722855936,7818,1513
798705661114773508,0,6998
798701998996647937,0,8230
798697898615730177,0,6865
798694562394996736,0,5246
798686750113755136,0,2461
798682547630837760,0,4981
798673117451325440,0,5874
798665375516884993,0,4119
798644042770751489,0,1963
798628517273620480,0,2085
798585098161549313,0,6035
798576900688019456,0,6180
798340744599797760,0,3551
798209839306514432,10900,2708
797971864723324932,12204,3303
797545162159308800,15222,5137
797236660651966464,20932,7002
797165961484890113,237,28
796904159865868288,0,9416
796865951799083009,8052,2020
796759840936919040,12420,3237
796563435802726400,0,7703
796484825502875648,7957,1863
796387464403357696,11539,4396
796177847564038144,0,15120
796149749086875649,33892,15120
796125600683540480,5192,1903
796116448414461957,9567,2558
796080075804475393,8874,2457
796031486298386433,11343,3926
795464331001561088,52181,25074
795400264262053889,10577,3051
795076730285391872,16996,5737
794983741416415232,0,3563
794926597468000259,10783,2437
794355576146903043,0,10889
794332329137291264,10046,2812
794205286408003585,9648,3506
793962221541933056,17629,5161
793845145112371200,9667,1976
793614319594401792,0,3306
793601777308463104,8372,1720
793500921481273345,11204,2516
793286476301799424,25798,9710
793271401113350145,9094,2520
793256262322548741,20964,8821
793241302385262592,11027,3471
793226087023144960,10323,3037
793210959003287553,9369,2960
793195938047070209,16036,5950
793180763617361921,7274,2112
793165685325201412,9877,2940
793150605191548928,6485,1800
793135492858580992,6781,2623
793120401413079041,13317,4135
792913359805018113,15035,4210
792883833364439040,11853,4511
792773781206999040,7708,1777
792394556390137856,14093,4530
792050063153438720,7517,1914
791821351946420224,0,22269
791784077045166082,0,10160
791780927877898241,0,4024
791774931465953280,47326,23469
791672322847637504,12311,3306
791406955684368384,13754,4359
791312159183634433,9203,2678
791026214425268224,0,4341
790987426131050500,10345,2246
790946055508652032,17448,4956
790723298204217344,0,2448
790698755171364864,8592,2027
790581949425475584,21673,7582
790337589677002753,8194,1977
790277117346975746,13157,3355
790227638568808452,0,3774
789986466051088384,9686,2448
789960241177853952,0,4357
789903600034189313,10871,4362
789628658055020548,7869,1877
789599242079838210,7086,2030
789530877013393408,12335,3563
789314372632018944,9041,2415
789280767834746880,0,5220
789268448748703744,9538,2746
789137962068021249,10166,2955
788908386943430656,28714,13121
788765914992902144,28715,10889
788552643979468800,0,7609
788412144018661376,16313,5562
788178268662984705,7568,2218
788150585577050112,6422,1367
788070120937619456,0,3616
788039637453406209,6436,1393
787810552592695296,9080,3236
787717603741622272,10716,2932
787397959788929025,11371,2993
787322443945877504,8155,1841
787111942498508800,0,7101
786963064373534720,27853,8398
786729988674449408,0,2538
786709082849828864,19069,6436
786664955043049472,11135,2690
786595970293370880,9847,3284
786363235746385920,11408,3694
786286427768250368,8338,3012
786233965241827333,15998,5021
786051337297522688,1493,160
786036967502913536,0,7429
785927819176054784,11912,3343
785872687017132033,6999,1922
785639753186217984,8185,2342
785533386513321988,9531,2099
785515384317313025,6382,1334
785264754247995392,7589,1717
785170936622350336,12612,5099
784826020293709826,10583,3406
784517518371221505,9364,2665
784431430411685888,5954,1349
784183165795655680,21035,8490
784057939640352768,31191,11713
783839966405230592,31370,11337
783821107061198850,7681,2060
783695101801398276,10922,3377
783466772167098368,8831,2361
783391753726550016,17627,5779
783347506784731136,0,5883
783334639985389568,30497,12295
783085703974514689,8514,2332
782969140009107456,25203,7738
782747134529531904,7804,1473
782722598790725632,18038,5669
782598640137187329,8133,1976
782305867769217024,17389,5854
782021823840026624,0,6516
781955203444699136,11617,3533
781661882474196992,10912,2849
781655249211752448,4178,1179
781524693396357120,21665,5843
781308096455073793,7446,2679
781251288990355457,8803,2195
781163403222056960,10214,2869
780931614150983680,22564,7703
780858289093574656,7503,2107
780800785462489090,5731,1370
780601303617732608,12638,3504
780543529827336192,6574,1819
780496263422808064,0,3879
780476555013349377,0,121
780459368902959104,5515,1126
780192070812196864,9072,2347
780092040432480260,0,2419
780074436359819264,12754,5223
779834332596887552,19764,7429
779377524342161408,9197,3262
779124354206535695,0,19285
779056095788752897,15419,4749
778990705243029504,20854,7574
778774459159379968,0,10412
778764940568104960,900,383
778748913645780993,7186,1379
778650543019483137,6009,1581
778624900596654080,4827,1059
778408200802557953,14233,4545
778396591732486144,0,12831
778383385161035776,6091,1154
778286810187399168,10843,3455
778039087836069888,8844,2762
778027034220126208,6833,1701
777953400541634568,0,3713
777885040357281792,6627,1712
777684233540206592,11694,3078
777641927919427584,0,4431
777621514455814149,9129,2608
777189768882946048,14897,4504
776819012571455488,0,14345
776813020089548800,5081,1275
776477788987613185,9208,2909
776249906839351296,0,9585
776218204058357768,31203,16677
776201521193218049,10006,2636
776113305656188928,12228,4557
776088319444877312,1913,158
775898661951791106,0,17202
775842724423557120,12203,2801
775733305207554048,14412,4183
775729183532220416,13470,4809
775364825476165632,7710,3119
775350846108426240,10571,4084
775085132600442880,16197,4950
774757898236878852,8926,1859
774639387460112384,6988,1806
774314403806253056,22650,5799
773985732834758656,11151,4048
773922284943896577,6664,1828
773704687002451968,6879,1700
773670353721753600,5537,1362
773547596996571136,22993,6454
773336787167145985,0,5322
773308824254029826,24192,7808
773247561583001600,9801,3386
773191612633579521,10387,4323
772877495989305348,8906,4054
772826264096874500,8351,2449
772615324260794368,0,3525
772581559778025472,6746,1765
772193107915964416,6285,1449
772152991789019136,3946,1176
772117678702071809,3921,773
772114945936949249,2815,488
772102971039580160,4163,972
771908950375665664,6836,1982
771770456517009408,12468,3551
771500966810099713,8584,2722
771380798096281600,10897,5322
771171053431250945,0,7849
771136648247640064,9504,3049
771102124360998913,6487,1500
771014301343748096,7145,1721
770787852854652928,5134,1260
770772759874076672,5382,1479
770655142660169732,7593,1829
770414278348247044,6547,2177
770293558247038976,6481,1550
770093767776997377,0,3189
770069151037685760,7864,2397
769940425801170949,32596,10007
769695466921623552,6628,1734
769335591808995329,0,8044
769212283578875904,5606,1787
768970937022709760,14968,6806
768909767477751808,0,2804
768855141948723200,4359,927
768609597686943744,4273,1252
768596291618299904,5224,1335
768554158521745409,0,6073
768473857036525572,14157,3585
768193404517830656,11307,3713
767884188863397888,4937,1448
767754930266464257,16630,5621
767500508068192258,7764,2436
767191397493538821,12741,3946
767122157629476866,10522,2974
766864461642756096,0,5886
766793450729734144,5266,1411
766714921925144576,2701,394
766693177336135680,4172,827
766423258543644672,6239,1660
766313316352462849,7041,1963
766078092750233600,0,2729
766069199026450432,4413,891
766008592277377025,3890,518
765719909049503744,7506,2230
765669560888528897,5384,1266
765395769549590528,27468,3527
765371061932261376,7350,2252
765222098633691136,12047,3525
764857477905154048,6676,1839
764259802650378240,6251,1568
763956972077010945,774,57
763837565564780549,13038,4341
763183847194451968,5585,1539
763167063695355904,0,3149
763103485927849985,7625,2374
762699858130116608,12604,3774
762471784394268675,11663,6723
762464539388485633,10668,4357
762316489655476224,4969,1165
762035686371364864,33095,16217
761976711479193600,5588,2090
761750502866649088,0,4084
761745352076779520,4413,891
761672994376806400,51287,30266
761599872357261312,4272,1227
761371037149827077,0,18789
761334018830917632,5381,1506
761292947749015552,4625,1130
761227390836215808,5495,1622
761004547850530816,11736,3616
760893934457552897,3951,1016
760656994973933572,6850,1982
760641137271070720,5141,1339
760539183865880579,7855,3767
760521673607086080,4384,1452
760290219849637889,27762,11966
760252756032651264,4085,901
760190180481531904,5901,1875
760153949710192640,0,31
759943073749200896,6142,2167
759923798737051648,15180,5886
759846353224826880,6940,2054
759793422261743616,6164,1972
759566828574212096,0,21931
759557299618865152,4862,1224
759447681597108224,8793,2538
759446261539934208,1726,504
759197388317847553,6271,2020
759159934323924993,0,1212
759099523532779520,15008,4331
759047813560868866,6725,2105
758854675097526272,3667,928
758828659922702336,11572,3993
758740312047005698,5925,1670
758474966123810816,3938,1036
758467244762497024,4965,2311
758405701903519748,5377,1999
758355060040593408,3531,1124
758099635764359168,19798,10412
758041019896193024,2791,387
757741869644341248,7107,3372
757729163776290825,0,8336
757725642876129280,4687,1259
757611664640446465,4721,1148
757597904299253760,0,307
757596066325864448,4483,1089
757400162377592832,15657,7100
757393109802180609,6017,1799
757354760399941633,4672,1477
756998049151549440,6492,2059
756939218950160384,6864,2080
756651752796094464,5220,1355
756526248105566208,10751,3728
756303284449767430,4076,1132
756288534030475264,44250,18100
756275833623502848,6636,1586
755955933503782912,7577,2984
755206590534418437,16990,5542
755110668769038337,21940,11504
754874841593970688,0,8229
754856583969079297,7103,2615
754747087846248448,2663,543
754482103782404096,5480,2021
754449512966619136,3873,755
754120377874386944,8126,2439
753655901052166144,6020,2238
753420520834629632,8181,3691
753398408988139520,5963,1987
753375668877008896,7886,2419
753298634498793472,0,5941
753294487569522689,3488,1079
753039830821511168,38332,21715
753026973505581056,4032,1007
752932432744185856,13034,7101
752917284578922496,7117,1637
752701944171524096,0,2975
752682090207055872,6177,1654
752660715232722944,4525,1621
752568224206688256,5701,2369
752519690950500352,7605,3563
752334515931054080,3932,1141
752309394570878976,0,16997
752173152931807232,6122,1898
751950017322246144,3159,960
751937170840121344,5361,1384
751830394383790080,5970,2020
751793661361422336,6039,2999
751598357617971201,8157,3139
751583847268179968,4538,1145
751538714308972544,5200,1303
751456908746354688,3304,1035
751251247299190784,12893,6104
751205363882532864,6510,1888
751132876104687617,5217,1344
750868782890057730,4929,1427
750719632563142656,13590,5220
750506206503038976,4574,1182
750429297815552001,13572,4431
750383411068534784,4695,1188
750381685133418496,725,29
750147208377409536,3206,990
750132105863102464,3741,1339
750117059602808832,4463,1355
750101899009982464,3138,869
750086836815486976,2235,558
750071704093859840,8115,3451
750056684286914561,3244,929
750041628174217216,3270,642
750026558547456000,2790,811
750011400160841729,3335,937
749996283729883136,3151,842
749981277374128128,5260,2532
749774190421639168,4796,1359
749417653287129088,6284,1701
749403093750648834,2701,554
749395845976588288,8853,3560
749317047558017024,5647,2302
749075273010798592,5925,2139
749064354620928000,4935,1567
749036806121881602,3196,816
748977405889503236,11052,3517
748932637671223296,5994,2337
748705597323898880,2846,977
748699167502000129,4883,1649
748692773788876800,4361,1366
748575535303884801,6238,2047
748568946752774144,2250,687
748346686624440324,5368,1271
748337862848962560,7889,4233
748324050481647620,3787,783
748307329658011649,3769,730
748220828303695873,14563,8059
747963614829678593,5929,2213
747933425676525569,6810,2622
747885874273214464,3026,1008
747844099428986880,2888,771
747816857231626240,4976,1200
747651430853525504,1422,160
747648653817413632,13286,6028
747600769478692864,2384,569
747594051852075008,3781,1081
747512671126323200,5686,1647
747461612269887489,3974,1067
747439450712596480,5581,1975
747242308580548608,0,2971
747219827526344708,5430,1625
747204161125646336,3470,945
747103485104099331,9842,4089
746906459439529985,2972,309
746872823977771008,6143,2196
746818907684614144,5446,1785
746790600704425984,5005,1641
746757706116112384,9828,4024
746726898085036033,6211,1846
746542875601690625,5173,1926
746521445350707200,0,1013
746507379341139972,4769,1111
746369468511756288,6341,1685
746131877086527488,7097,2280
746056683365994496,3642,836
745789745784041472,4127,1099
745712589599014916,7179,2395
745433870967832576,7273,2622
745422732645535745,8817,2502
745314880350101504,7369,2852
745074613265149952,8042,3622
745057283344719872,7428,2343
744995568523612160,3044,639
744971049620602880,8092,2765
744709971296780288,5750,1614
744334592493166593,6959,2189
744234799360020481,160734,80436
744223424764059648,1719,377
743980027717509120,4272,1129
743895849529389061,3734,985
743835915802583040,0,2151
743609206067040256,4602,1414
743595368194129920,18926,6748
743545585370791937,3630,970
743510151680958465,8111,3815
743253157753532416,4335,1259
743222593470234624,6362,1951
743210557239623680,3950,1411
742534281772302336,7230,3660
742528092657332225,4539,2033
742465774154047488,7441,3993
742423170473463808,10065,3879
742385895052087300,6978,2032
742161199639494656,4459,1420
742150209887731712,5268,1584
741793263812808706,4665,1553
741743634094141440,8388,2846
741438259667034112,3758,855
741303864243200000,9005,3315
741099773336379392,10260,5675
741067306818797568,9712,3189
740995100998766593,6530,2821
740711788199743490,3499,965
740699697422163968,2910,805
740676976021798912,18612,6998
740373189193256964,35697,13668
740365076218183684,2527,441
740359016048689152,3376,881
740214038584557568,6857,2022
739979191639244800,20461,6073
739932936087216128,4142,1108
739844404073074688,3900,880
739623569819336705,3870,1398
739606147276148736,5495,1699
739544079319588864,40591,21931
739485634323156992,7337,3017
739238157791694849,118732,59620
738891149612572673,112,6
738885046782832640,3854,1174
738883359779196928,3389,821
738537504001953792,5222,1589
738402415918125056,3318,860
738184450748633089,4413,1243
738166403467907072,8995,3468
738156290900254721,2567,663
737826014890496000,5393,1809
737800304142471168,10228,3567
737678689543020544,5152,1365
737445876994609152,10505,4577
737322739594330112,3682,835
737310737551491075,15022,7598
736736130620620800,4390,1781
736392552031657984,18124,7609
736365877722001409,4077,1277
736225175608430592,8304,2848
736010884653420544,8074,3072
735991953473572864,3679,1183
735648611367784448,4105,1131
735635087207878657,6319,2398
735274964362878976,13305,5182
735256018284875776,3408,905
735137028879360001,3196,992
734912297295085568,2802,536
734787690684657664,12843,6440
734776360183431168,2569,555
734559631394082816,1522,407
733828123016450049,3656,804
733822306246479872,3748,1038
733482008106668032,3209,972
733460102733135873,4302,1317
733109485275860992,50373,17202
732732193018155009,2494,550
